市区町村名,地区名
西多摩郡檜原村,本宿
西多摩郡檜原村,南郷
西多摩郡奥多摩町,海澤
西多摩郡奥多摩町,梅澤
西多摩郡奥多摩町,川井
西多摩郡奥多摩町,小丹波
西多摩郡奥多摩町,棚澤
西多摩郡奥多摩町,丹三郎
西多摩郡奥多摩町,原
西多摩郡奥多摩町,日原
大島町,岡田
大島町,差木地
大島町,元町
大島町,野増
大島町,波浮港
新島村,本村
新島村,若郷
新島村,（大字なし）
神津島村,（大字なし）
三宅村,阿古
三宅村,伊ヶ谷
三宅村,伊豆
三宅村,神着
三宅村,坪田
八丈町,大賀郷
八丈町,樫立
八丈町,中之郷
八丈町,三根
小笠原村,父島
小笠原村,母島
